"Num","time_unix","version","ihl","tos","len","id","flags","flags.value","frag","ttl","proto","chksum","src","dst","sport","dport","seq","ack","dataofs","reserved","flags","flags_value","window","chksum","urgptr"
"287","1433357146.8442","4","5","0","40","52254","DF","2","0","64","6","33248","10.8.8.178","205.188.12.91","48911","443","2730308817","3987092982","3","-2","A","14","64678","2654","-2"
"288","1433357147.0523","4","5","0","162","13512","DF","2","0","107","6","60860","205.188.12.91","10.8.8.178","443","48911","3987092982","2730308817","3","-2","PA","22","16382","2805","-2"
"289","1433357147.0524","4","5","0","40","52255","DF","2","0","64","6","33247","10.8.8.178","205.188.12.91","48911","443","2730308817","3987093104","3","-2","A","14","64678","2532","-2"
"290","1433357147.775","4","5","0","162","14087","DF","2","0","107","6","60285","205.188.12.91","10.8.8.178","443","48911","3987093104","2730308817","3","-2","PA","22","16382","45658","-2"
"291","1433357147.7751","4","5","0","40","52256","DF","2","0","64","6","33246","10.8.8.178","205.188.12.91","48911","443","2730308817","3987093226","3","-2","A","14","64678","2410","-2"
"292","1433357150.0745","4","5","0","338","15991","DF","2","0","107","6","58205","205.188.12.91","10.8.8.178","443","48911","3987093226","2730308817","3","-2","PA","22","16382","521","-2"
"293","1433357150.0745","4","5","0","40","52257","DF","2","0","64","6","33245","10.8.8.178","205.188.12.91","48911","443","2730308817","3987093524","3","-2","A","14","64678","2112","-2"
"294","1433357150.2737","4","5","0","162","16154","DF","2","0","107","6","58218","205.188.12.91","10.8.8.178","443","48911","3987093524","2730308817","3","-2","PA","22","16382","23786","-2"
"295","1433357150.2738","4","5","0","40","52258","DF","2","0","64","6","33244","10.8.8.178","205.188.12.91","48911","443","2730308817","3987093646","3","-2","A","14","64678","1990","-2"
"296","1433357150.641","4","5","0","162","16462","DF","2","0","107","6","57910","205.188.12.91","10.8.8.178","443","48911","3987093646","2730308817","3","-2","PA","22","16382","4977","-2"
"297","1433357150.641","4","5","0","40","52259","DF","2","0","64","6","33243","10.8.8.178","205.188.12.91","48911","443","2730308817","3987093768","3","-2","A","14","64678","1868","-2"
"298","1433357152.1137","4","5","0","338","17585","DF","2","0","107","6","56611","205.188.12.91","10.8.8.178","443","48911","3987093768","2730308817","3","-2","PA","22","16382","8457","-2"
"299","1433357152.1137","4","5","0","40","52260","DF","2","0","64","6","33242","10.8.8.178","205.188.12.91","48911","443","2730308817","3987094066","3","-2","A","14","64678","1570","-2"
"300","1433357152.312","4","5","0","162","17763","DF","2","0","107","6","56609","205.188.12.91","10.8.8.178","443","48911","3987094066","2730308817","3","-2","PA","22","16382","54241","-2"
"301","1433357152.3121","4","5","0","40","52261","DF","2","0","64","6","33241","10.8.8.178","205.188.12.91","48911","443","2730308817","3987094188","3","-2","A","14","64678","1448","-2"
"302","1433357152.6025","4","5","0","162","18026","DF","2","0","107","6","56346","205.188.12.91","10.8.8.178","443","48911","3987094188","2730308817","3","-2","PA","22","16382","37165","-2"
"303","1433357152.6025","4","5","0","40","52262","DF","2","0","64","6","33240","10.8.8.178","205.188.12.91","48911","443","2730308817","3987094310","3","-2","A","14","64678","1326","-2"
"304","1433357154.5214","4","5","0","338","19619","DF","2","0","107","6","54577","205.188.12.91","10.8.8.178","443","48911","3987094310","2730308817","3","-2","PA","22","16382","63999","-2"
"305","1433357154.5215","4","5","0","40","52263","DF","2","0","64","6","33239","10.8.8.178","205.188.12.91","48911","443","2730308817","3987094608","3","-2","A","14","64678","1028","-2"
"306","1433357154.7202","4","5","0","162","19792","DF","2","0","107","6","54580","205.188.12.91","10.8.8.178","443","48911","3987094608","2730308817","3","-2","PA","22","16382","62667","-2"
"307","1433357154.7202","4","5","0","40","52264","DF","2","0","64","6","33238","10.8.8.178","205.188.12.91","48911","443","2730308817","3987094730","3","-2","A","14","64678","906","-2"
"308","1433357155.1414","4","5","0","162","20103","DF","2","0","107","6","54269","205.188.12.91","10.8.8.178","443","48911","3987094730","2730308817","3","-2","PA","22","16382","4621","-2"
"309","1433357155.1415","4","5","0","40","52265","DF","2","0","64","6","33237","10.8.8.178","205.188.12.91","48911","443","2730308817","3987094852","3","-2","A","14","64678","784","-2"
"310","1433357157.1797","4","5","0","460","21679","DF","2","0","107","6","52395","205.188.12.91","10.8.8.178","443","48911","3987094852","2730308817","3","-2","PA","22","16382","5647","-2"
"311","1433357157.1798","4","5","0","40","52266","DF","2","0","64","6","33236","10.8.8.178","205.188.12.91","48911","443","2730308817","3987095272","3","-2","A","14","64678","364","-2"
"312","1433357157.4043","4","5","0","162","21842","DF","2","0","107","6","52530","205.188.12.91","10.8.8.178","443","48911","3987095272","2730308817","3","-2","PA","22","16382","21778","-2"
"313","1433357157.4043","4","5","0","40","52267","DF","2","0","64","6","33235","10.8.8.178","205.188.12.91","48911","443","2730308817","3987095394","3","-2","A","14","64678","242","-2"
"314","1433357159.1297","4","5","0","338","23176","DF","2","0","107","6","51020","205.188.12.91","10.8.8.178","443","48911","3987095394","2730308817","3","-2","PA","22","16382","56675","-2"
"315","1433357159.1297","4","5","0","40","52268","DF","2","0","64","6","33234","10.8.8.178","205.188.12.91","48911","443","2730308817","3987095692","3","-2","A","14","64678","65479","-2"
"316","1433357159.3307","4","5","0","162","23367","DF","2","0","107","6","51005","205.188.12.91","10.8.8.178","443","48911","3987095692","2730308817","3","-2","PA","22","16382","32473","-2"
"317","1433357159.3308","4","5","0","40","52269","DF","2","0","64","6","33233","10.8.8.178","205.188.12.91","48911","443","2730308817","3987095814","3","-2","A","14","64678","65357","-2"
"318","1433357159.6421","4","5","0","162","23599","DF","2","0","107","6","50773","205.188.12.91","10.8.8.178","443","48911","3987095814","2730308817","3","-2","PA","22","16382","20674","-2"
"319","1433357159.6421","4","5","0","40","52270","DF","2","0","64","6","33232","10.8.8.178","205.188.12.91","48911","443","2730308817","3987095936","3","-2","A","14","64678","65235","-2"
"320","1433357161.5471","4","5","0","460","25138","DF","2","0","107","6","48936","205.188.12.91","10.8.8.178","443","48911","3987095936","2730308817","3","-2","PA","22","16382","5719","-2"
"321","1433357161.5472","4","5","0","40","52271","DF","2","0","64","6","33231","10.8.8.178","205.188.12.91","48911","443","2730308817","3987096356","3","-2","A","14","64678","64815","-2"
"322","1433357161.9553","4","5","0","162","25439","DF","2","0","107","6","48933","205.188.12.91","10.8.8.178","443","48911","3987096356","2730308817","3","-2","PA","22","16382","54038","-2"
"323","1433357161.9554","4","5","0","40","52272","DF","2","0","64","6","33230","10.8.8.178","205.188.12.91","48911","443","2730308817","3987096478","3","-2","A","14","64678","64693","-2"
"332","1433357165.6514","4","5","0","338","28428","DF","2","0","107","6","45768","205.188.12.91","10.8.8.178","443","48911","3987096478","2730308817","3","-2","PA","22","16382","9734","-2"
"333","1433357165.6515","4","5","0","40","52273","DF","2","0","64","6","33229","10.8.8.178","205.188.12.91","48911","443","2730308817","3987096776","3","-2","A","14","64678","64395","-2"
"334","1433357165.8516","4","5","0","162","28575","DF","2","0","107","6","45797","205.188.12.91","10.8.8.178","443","48911","3987096776","2730308817","3","-2","PA","22","16382","63176","-2"
"335","1433357165.8516","4","5","0","40","52274","DF","2","0","64","6","33228","10.8.8.178","205.188.12.91","48911","443","2730308817","3987096898","3","-2","A","14","64678","64273","-2"
"336","1433357166.1528","4","5","0","162","28853","DF","2","0","107","6","45519","205.188.12.91","10.8.8.178","443","48911","3987096898","2730308817","3","-2","PA","22","16382","36008","-2"
"337","1433357166.1528","4","5","0","40","52275","DF","2","0","64","6","33227","10.8.8.178","205.188.12.91","48911","443","2730308817","3987097020","3","-2","A","14","64678","64151","-2"
"338","1433357169.7859","4","5","0","338","31853","DF","2","0","107","6","42343","205.188.12.91","10.8.8.178","443","48911","3987097020","2730308817","3","-2","PA","22","16382","15349","-2"
"339","1433357169.786","4","5","0","40","52276","DF","2","0","64","6","33226","10.8.8.178","205.188.12.91","48911","443","2730308817","3987097318","3","-2","A","14","64678","63853","-2"
"340","1433357169.9869","4","5","0","162","32039","DF","2","0","107","6","42333","205.188.12.91","10.8.8.178","443","48911","3987097318","2730308817","3","-2","PA","22","16382","30629","-2"
"341","1433357169.9869","4","5","0","40","52277","DF","2","0","64","6","33225","10.8.8.178","205.188.12.91","48911","443","2730308817","3987097440","3","-2","A","14","64678","63731","-2"
"342","1433357170.4102","4","5","0","162","32390","DF","2","0","107","6","41982","205.188.12.91","10.8.8.178","443","48911","3987097440","2730308817","3","-2","PA","22","16382","19444","-2"
"343","1433357170.4102","4","5","0","40","52278","DF","2","0","64","6","33224","10.8.8.178","205.188.12.91","48911","443","2730308817","3987097562","3","-2","A","14","64678","63609","-2"
"344","1433357172.8876","4","5","0","338","34470","DF","2","0","107","6","39726","205.188.12.91","10.8.8.178","443","48911","3987097562","2730308817","3","-2","PA","22","16382","36378","-2"
"345","1433357172.8877","4","5","0","40","52279","DF","2","0","64","6","33223","10.8.8.178","205.188.12.91","48911","443","2730308817","3987097860","3","-2","A","14","64678","63311","-2"
"346","1433357173.0847","4","5","0","162","34650","DF","2","0","107","6","39722","205.188.12.91","10.8.8.178","443","48911","3987097860","2730308817","3","-2","PA","22","16382","58510","-2"
"347","1433357173.0848","4","5","0","40","52280","DF","2","0","64","6","33222","10.8.8.178","205.188.12.91","48911","443","2730308817","3987097982","3","-2","A","14","64678","63189","-2"
"348","1433357173.4738","4","5","0","162","34946","DF","2","0","107","6","39426","205.188.12.91","10.8.8.178","443","48911","3987097982","2730308817","3","-2","PA","22","16382","20422","-2"
"349","1433357173.4739","4","5","0","40","52281","DF","2","0","64","6","33221","10.8.8.178","205.188.12.91","48911","443","2730308817","3987098104","3","-2","A","14","64678","63067","-2"
"350","1433357173.8667","4","5","0","54","65145","DF","2","0","46","6","27209","157.56.52.13","10.8.8.178","40011","56909","708378722","4055103706","6","-2","PA","22","81","5592","-2"
"351","1433357173.9069","4","5","0","52","61810","DF","2","0","64","6","25938","10.8.8.178","157.56.52.13","56909","40011","4055103706","708378724","6","-2","A","14","1442","3350","-2"
"352","1433357176.9983","4","5","0","130","52282","DF","2","0","64","6","33130","10.8.8.178","205.188.12.91","48911","443","2730308817","3987098104","3","-2","PA","22","64678","31510","-2"
"353","1433357177.2068","4","5","0","40","37810","DF","2","0","107","6","36684","205.188.12.91","10.8.8.178","443","48911","3987098104","2730308907","3","-2","A","14","16382","45738","-2"
"354","1433357177.2069","4","5","0","146","52283","DF","2","0","64","6","33113","10.8.8.178","205.188.12.91","48911","443","2730308907","3987098104","3","-2","PA","22","64678","19789","-2"
"355","1433357177.4123","4","5","0","40","37969","DF","2","0","107","6","36525","205.188.12.91","10.8.8.178","443","48911","3987098104","2730309013","3","-2","A","14","16382","45632","-2"
"356","1433357178.3444","4","5","0","354","38606","DF","2","0","107","6","35574","205.188.12.91","10.8.8.178","443","48911","3987098104","2730309013","3","-2","PA","22","16382","6457","-2"
"357","1433357178.3445","4","5","0","40","52284","DF","2","0","64","6","33218","10.8.8.178","205.188.12.91","48911","443","2730309013","3987098418","3","-2","A","14","64678","62557","-2"
"358","1433357178.5456","4","5","0","162","38774","DF","2","0","107","6","35598","205.188.12.91","10.8.8.178","443","48911","3987098418","2730309013","3","-2","PA","22","16382","23342","-2"
"359","1433357178.5457","4","5","0","40","52285","DF","2","0","64","6","33217","10.8.8.178","205.188.12.91","48911","443","2730309013","3987098540","3","-2","A","14","64678","62435","-2"
"360","1433357178.9264","4","5","0","162","39061","DF","2","0","107","6","35311","205.188.12.91","10.8.8.178","443","48911","3987098540","2730309013","3","-2","PA","22","16382","20257","-2"
"361","1433357178.9264","4","5","0","40","52286","DF","2","0","64","6","33216","10.8.8.178","205.188.12.91","48911","443","2730309013","3987098662","3","-2","A","14","64678","62313","-2"
"362","1433357179.5252","4","5","0","210","52287","DF","2","0","64","6","33045","10.8.8.178","205.188.12.91","48911","443","2730309013","3987098662","3","-2","PA","22","64678","6555","-2"
"363","1433357179.7326","4","5","0","322","39651","DF","2","0","107","6","34561","205.188.12.91","10.8.8.178","443","48911","3987098662","2730309183","3","-2","PA","22","16382","59194","-2"
"364","1433357179.7327","4","5","0","162","52288","DF","2","0","64","6","33092","10.8.8.178","205.188.12.91","48911","443","2730309183","3987098944","3","-2","PA","22","64678","27957","-2"
"365","1433357179.7333","4","5","0","162","39654","DF","2","0","107","6","34718","205.188.12.91","10.8.8.178","443","48911","3987098944","2730309183","3","-2","PA","22","16382","55115","-2"
"366","1433357179.7716","4","5","0","40","52289","DF","2","0","64","6","33213","10.8.8.178","205.188.12.91","48911","443","2730309305","3987099066","3","-2","A","14","64678","61617","-2"
"367","1433357179.9388","4","5","0","40","39821","DF","2","0","107","6","34673","205.188.12.91","10.8.8.178","443","48911","3987099066","2730309305","3","-2","A","14","16382","44378","-2"
"368","1433357180.2612","4","5","0","162","52290","DF","2","0","64","6","33090","10.8.8.178","205.188.12.91","48911","443","2730309305","3987099066","3","-2","PA","22","64678","26269","-2"
"369","1433357180.4685","4","5","0","40","40256","DF","2","0","107","6","34238","205.188.12.91","10.8.8.178","443","48911","3987099066","2730309427","3","-2","A","14","16382","44256","-2"
"370","1433357181.9877","4","5","0","210","52291","DF","2","0","64","6","33041","10.8.8.178","205.188.12.91","48911","443","2730309427","3987099066","3","-2","PA","22","64678","3304","-2"
"371","1433357182.1956","4","5","0","322","41688","DF","2","0","107","6","32524","205.188.12.91","10.8.8.178","443","48911","3987099066","2730309597","3","-2","PA","22","16382","5723","-2"
"372","1433357182.1956","4","5","0","162","52292","DF","2","0","64","6","33088","10.8.8.178","205.188.12.91","48911","443","2730309597","3987099348","3","-2","PA","22","64678","36800","-2"
"373","1433357182.1968","4","5","0","162","41695","DF","2","0","107","6","32677","205.188.12.91","10.8.8.178","443","48911","3987099348","2730309597","3","-2","PA","22","16382","28842","-2"
"374","1433357182.2339","4","5","0","40","52293","DF","2","0","64","6","33209","10.8.8.178","205.188.12.91","48911","443","2730309719","3987099470","3","-2","A","14","64678","60799","-2"
"375","1433357182.4006","4","5","0","40","41859","DF","2","0","107","6","32635","205.188.12.91","10.8.8.178","443","48911","3987099470","2730309719","3","-2","A","14","16382","43560","-2"
"376","1433357182.6693","4","5","0","162","52294","DF","2","0","64","6","33086","10.8.8.178","205.188.12.91","48911","443","2730309719","3987099470","3","-2","PA","22","64678","17925","-2"
"377","1433357182.8762","4","5","0","40","42232","DF","2","0","107","6","32262","205.188.12.91","10.8.8.178","443","48911","3987099470","2730309841","3","-2","A","14","16382","43438","-2"
"378","1433357185.28","4","5","0","460","44192","DF","2","0","107","6","29882","205.188.12.91","10.8.8.178","443","48911","3987099470","2730309841","3","-2","PA","22","16382","42939","-2"
"379","1433357185.2801","4","5","0","40","52295","DF","2","0","64","6","33207","10.8.8.178","205.188.12.91","48911","443","2730309841","3987099890","3","-2","A","14","64678","60257","-2"
"380","1433357185.6922","4","5","0","178","52296","DF","2","0","64","6","33068","10.8.8.178","205.188.12.91","48911","443","2730309841","3987099890","3","-2","PA","22","64678","61359","-2"
"381","1433357185.9005","4","5","0","40","44660","DF","2","0","107","6","29834","205.188.12.91","10.8.8.178","443","48911","3987099890","2730309979","3","-2","A","14","16382","42880","-2"
"382","1433357185.9006","4","5","0","178","52297","DF","2","0","64","6","33067","10.8.8.178","205.188.12.91","48911","443","2730309979","3987099890","3","-2","PA","22","64678","29946","-2"
"383","1433357185.9227","4","5","0","162","44672","DF","2","0","107","6","29700","205.188.12.91","10.8.8.178","443","48911","3987099890","2730309979","3","-2","PA","22","16382","65171","-2"
"384","1433357185.9227","4","5","0","40","52298","DF","2","0","64","6","33204","10.8.8.178","205.188.12.91","48911","443","2730310117","3987100012","3","-2","A","14","64678","59859","-2"
"385","1433357186.1063","4","5","0","322","44822","DF","2","0","107","6","29390","205.188.12.91","10.8.8.178","443","48911","3987100012","2730310117","3","-2","PA","22","16382","13577","-2"
"386","1433357186.1064","4","5","0","40","52299","DF","2","0","64","6","33203","10.8.8.178","205.188.12.91","48911","443","2730310117","3987100294","3","-2","A","14","64678","59577","-2"
"387","1433357186.1091","4","5","0","162","44823","DF","2","0","107","6","29549","205.188.12.91","10.8.8.178","443","48911","3987100294","2730310117","3","-2","PA","22","16382","64959","-2"
"388","1433357186.1091","4","5","0","40","52300","DF","2","0","64","6","33202","10.8.8.178","205.188.12.91","48911","443","2730310117","3987100416","3","-2","A","14","64678","59455","-2"
"389","1433357186.7489","4","5","0","162","45326","DF","2","0","107","6","29046","205.188.12.91","10.8.8.178","443","48911","3987100416","2730310117","3","-2","PA","22","16382","414","-2"
"390","1433357186.749","4","5","0","40","52301","DF","2","0","64","6","33201","10.8.8.178","205.188.12.91","48911","443","2730310117","3987100538","3","-2","A","14","64678","59333","-2"
"391","1433357187.3874","4","5","0","162","45864","DF","2","0","107","6","28508","205.188.12.91","10.8.8.178","443","48911","3987100538","2730310117","3","-2","PA","22","16382","18337","-2"
"392","1433357187.3875","4","5","0","40","52302","DF","2","0","64","6","33200","10.8.8.178","205.188.12.91","48911","443","2730310117","3987100660","3","-2","A","14","64678","59211","-2"
"393","1433357187.752","4","5","0","162","52303","DF","2","0","64","6","33077","10.8.8.178","205.188.12.91","48911","443","2730310117","3987100660","3","-2","PA","22","64678","54636","-2"
"394","1433357187.9584","4","5","0","40","46310","DF","2","0","107","6","28184","205.188.12.91","10.8.8.178","443","48911","3987100660","2730310239","3","-2","A","14","16382","41850","-2"
"395","1433357191.2271","4","5","0","354","48937","DF","2","0","107","6","25243","205.188.12.91","10.8.8.178","443","48911","3987100660","2730310239","3","-2","PA","22","16382","53875","-2"
"396","1433357191.2272","4","5","0","40","52304","DF","2","0","64","6","33198","10.8.8.178","205.188.12.91","48911","443","2730310239","3987100974","3","-2","A","14","64678","58775","-2"
"397","1433357191.4322","4","5","0","162","49073","DF","2","0","107","6","25299","205.188.12.91","10.8.8.178","443","48911","3987100974","2730310239","3","-2","PA","22","16382","6042","-2"
"398","1433357191.4323","4","5","0","40","52305","DF","2","0","64","6","33197","10.8.8.178","205.188.12.91","48911","443","2730310239","3987101096","3","-2","A","14","64678","58653","-2"
"399","1433357191.6002","4","5","0","41","25166","DF","2","0","113","6","62722","134.170.25.26","10.8.8.178","443","54269","3749416590","2978547702","3","-2","A","14","64460","1086","-2"
"400","1433357191.6002","4","5","0","64","14090","DF","2","0","64","6","20784","10.8.8.178","134.170.25.26","54269","443","2978547702","3749416591","9","-2","A","14","65398","64891","-2"
"401","1433357191.7438","4","5","0","162","49328","DF","2","0","107","6","25044","205.188.12.91","10.8.8.178","443","48911","3987101096","2730310239","3","-2","PA","22","16382","65407","-2"
"402","1433357191.7438","4","5","0","40","52306","DF","2","0","64","6","33196","10.8.8.178","205.188.12.91","48911","443","2730310239","3987101218","3","-2","A","14","64678","58531","-2"
"403","1433357193.4826","4","5","0","226","52307","DF","2","0","64","6","33009","10.8.8.178","205.188.12.91","48911","443","2730310239","3987101218","3","-2","PA","22","64678","45208","-2"
"404","1433357193.6903","4","5","0","322","50836","DF","2","0","107","6","23376","205.188.12.91","10.8.8.178","443","48911","3987101218","2730310425","3","-2","PA","22","16382","29689","-2"
"405","1433357193.6904","4","5","0","162","52308","DF","2","0","64","6","33072","10.8.8.178","205.188.12.91","48911","443","2730310425","3987101500","3","-2","PA","22","64678","62009","-2"
"406","1433357193.6906","4","5","0","162","50837","DF","2","0","107","6","23535","205.188.12.91","10.8.8.178","443","48911","3987101500","2730310425","3","-2","PA","22","16382","17474","-2"
"407","1433357193.7299","4","5","0","40","52309","DF","2","0","64","6","33193","10.8.8.178","205.188.12.91","48911","443","2730310547","3987101622","3","-2","A","14","64678","57819","-2"
"408","1433357193.8967","4","5","0","40","50994","DF","2","0","107","6","23500","205.188.12.91","10.8.8.178","443","48911","3987101622","2730310547","3","-2","A","14","16382","40580","-2"
"409","1433357193.9582","4","5","0","162","52310","DF","2","0","64","6","33070","10.8.8.178","205.188.12.91","48911","443","2730310547","3987101622","3","-2","PA","22","64678","64480","-2"
"410","1433357194.1644","4","5","0","40","51201","DF","2","0","107","6","23293","205.188.12.91","10.8.8.178","443","48911","3987101622","2730310669","3","-2","A","14","16382","40458","-2"
"411","1433357196.4843","4","5","0","226","52311","DF","2","0","64","6","33005","10.8.8.178","205.188.12.91","48911","443","2730310669","3987101622","3","-2","PA","22","64678","13321","-2"
"412","1433357196.6913","4","5","0","322","53117","DF","2","0","107","6","21095","205.188.12.91","10.8.8.178","443","48911","3987101622","2730310855","3","-2","PA","22","16382","57228","-2"
"413","1433357196.6914","4","5","0","162","52312","DF","2","0","64","6","33068","10.8.8.178","205.188.12.91","48911","443","2730310855","3987101904","3","-2","PA","22","64678","25637","-2"
"414","1433357196.6915","4","5","0","162","53122","DF","2","0","107","6","21250","205.188.12.91","10.8.8.178","443","48911","3987101904","2730310855","3","-2","PA","22","16382","54913","-2"
"415","1433357196.7301","4","5","0","40","52313","DF","2","0","64","6","33189","10.8.8.178","205.188.12.91","48911","443","2730310977","3987102026","3","-2","A","14","64678","56985","-2"
"416","1433357196.8963","4","5","0","40","53273","DF","2","0","107","6","21221","205.188.12.91","10.8.8.178","443","48911","3987102026","2730310977","3","-2","A","14","16382","39746","-2"
"417","1433357196.8963","4","5","0","236","52314","DF","2","0","64","6","32992","10.8.8.178","205.188.12.91","48911","443","2730310977","3987102026","3","-2","PA","22","64678","10740","-2"
"418","1433357197.1017","4","5","0","40","53479","DF","2","0","107","6","21015","205.188.12.91","10.8.8.178","443","48911","3987102026","2730311173","3","-2","A","14","16382","39550","-2"
"419","1433357198.0369","4","5","0","210","52315","DF","2","0","64","6","33017","10.8.8.178","205.188.12.91","48911","443","2730311173","3987102026","3","-2","PA","22","64678","61370","-2"
"420","1433357198.2514","4","5","0","322","54379","DF","2","0","107","6","19833","205.188.12.91","10.8.8.178","443","48911","3987102026","2730311343","3","-2","PA","22","16382","53353","-2"
"421","1433357198.2514","4","5","0","162","52316","DF","2","0","64","6","33064","10.8.8.178","205.188.12.91","48911","443","2730311343","3987102308","3","-2","PA","22","64678","12564","-2"
"422","1433357198.2515","4","5","0","162","54382","DF","2","0","107","6","19990","205.188.12.91","10.8.8.178","443","48911","3987102308","2730311343","3","-2","PA","22","16382","25294","-2"
"423","1433357198.29","4","5","0","40","52317","DF","2","0","64","6","33185","10.8.8.178","205.188.12.91","48911","443","2730311465","3987102430","3","-2","A","14","64678","56093","-2"
"424","1433357198.4567","4","5","0","40","54524","DF","2","0","107","6","19970","205.188.12.91","10.8.8.178","443","48911","3987102430","2730311465","3","-2","A","14","16382","38854","-2"
"425","1433357204.2043","4","5","0","492","58865","DF","2","0","107","6","15177","205.188.12.91","10.8.8.178","443","48911","3987102430","2730311465","3","-2","PA","22","16382","42102","-2"
"426","1433357204.2044","4","5","0","40","52318","DF","2","0","64","6","33184","10.8.8.178","205.188.12.91","48911","443","2730311465","3987102882","3","-2","A","14","64678","55641","-2"
"427","1433357204.8047","4","5","0","162","59385","DF","2","0","107","6","14987","205.188.12.91","10.8.8.178","443","48911","3987102882","2730311465","3","-2","PA","22","16382","9833","-2"
"428","1433357204.8048","4","5","0","40","52319","DF","2","0","64","6","33183","10.8.8.178","205.188.12.91","48911","443","2730311465","3987103004","3","-2","A","14","64678","55519","-2"
"429","1433357209.2979","4","5","0","338","63105","DF","2","0","107","6","11091","205.188.12.91","10.8.8.178","443","48911","3987103004","2730311465","3","-2","PA","22","16382","43889","-2"
"430","1433357209.298","4","5","0","40","52320","DF","2","0","64","6","33182","10.8.8.178","205.188.12.91","48911","443","2730311465","3987103302","3","-2","A","14","64678","55221","-2"
"431","1433357209.4967","4","5","0","162","63279","DF","2","0","107","6","11093","205.188.12.91","10.8.8.178","443","48911","3987103302","2730311465","3","-2","PA","22","16382","44220","-2"
"432","1433357209.4968","4","5","0","40","52321","DF","2","0","64","6","33181","10.8.8.178","205.188.12.91","48911","443","2730311465","3987103424","3","-2","A","14","64678","55099","-2"
"433","1433357209.8641","4","5","0","162","63548","DF","2","0","107","6","10824","205.188.12.91","10.8.8.178","443","48911","3987103424","2730311465","3","-2","PA","22","16382","53167","-2"
"434","1433357209.8641","4","5","0","40","52322","DF","2","0","64","6","33180","10.8.8.178","205.188.12.91","48911","443","2730311465","3987103546","3","-2","A","14","64678","54977","-2"
"435","1433357212.4663","4","5","0","338","168","DF","2","0","107","6","8493","205.188.12.91","10.8.8.178","443","48911","3987103546","2730311465","3","-2","PA","22","16382","15101","-2"
"436","1433357212.4664","4","5","0","40","52323","DF","2","0","64","6","33179","10.8.8.178","205.188.12.91","48911","443","2730311465","3987103844","3","-2","A","14","64678","54679","-2"
"437","1433357212.6645","4","5","0","162","321","DF","2","0","107","6","8516","205.188.12.91","10.8.8.178","443","48911","3987103844","2730311465","3","-2","PA","22","16382","60429","-2"
"438","1433357212.6645","4","5","0","40","52324","DF","2","0","64","6","33178","10.8.8.178","205.188.12.91","48911","443","2730311465","3987103966","3","-2","A","14","64678","54557","-2"
"439","1433357212.9126","4","5","0","162","52325","DF","2","0","64","6","33055","10.8.8.178","205.188.12.91","48911","443","2730311465","3987103966","3","-2","PA","22","64678","1159","-2"
"440","1433357213.1182","4","5","0","40","732","DF","2","0","107","6","8227","205.188.12.91","10.8.8.178","443","48911","3987103966","2730311587","3","-2","A","14","16382","37196","-2"
"441","1433357213.4297","4","5","0","162","997","DF","2","0","107","6","7840","205.188.12.91","10.8.8.178","443","48911","3987103966","2730311587","3","-2","PA","22","16382","19706","-2"
"442","1433357213.4298","4","5","0","40","52326","DF","2","0","64","6","33176","10.8.8.178","205.188.12.91","48911","443","2730311587","3987104088","3","-2","A","14","64678","54313","-2"
"443","1433357218.4081","4","5","0","226","52327","DF","2","0","64","6","32989","10.8.8.178","205.188.12.91","48911","443","2730311587","3987104088","3","-2","PA","22","64678","4495","-2"
"444","1433357218.6149","4","5","0","322","5109","DF","2","0","107","6","3568","205.188.12.91","10.8.8.178","443","48911","3987104088","2730311773","3","-2","PA","22","16382","9757","-2"
"445","1433357218.6149","4","5","0","162","52328","DF","2","0","64","6","33052","10.8.8.178","205.188.12.91","48911","443","2730311773","3987104370","3","-2","PA","22","64678","35662","-2"
"446","1433357218.6154","4","5","0","162","5112","DF","2","0","107","6","3725","205.188.12.91","10.8.8.178","443","48911","3987104370","2730311773","3","-2","PA","22","16382","37146","-2"
"447","1433357218.657","4","5","0","40","52329","DF","2","0","64","6","33173","10.8.8.178","205.188.12.91","48911","443","2730311895","3987104492","3","-2","A","14","64678","53601","-2"
"448","1433357218.8212","4","5","0","40","5258","DF","2","0","107","6","3701","205.188.12.91","10.8.8.178","443","48911","3987104492","2730311895","3","-2","A","14","16382","36362","-2"
"449","1433357220.822","4","5","0","354","6933","DF","2","0","107","6","1712","205.188.12.91","10.8.8.178","443","48911","3987104492","2730311895","3","-2","PA","22","16382","43812","-2"
"450","1433357220.8222","4","5","0","40","52330","DF","2","0","64","6","33172","10.8.8.178","205.188.12.91","48911","443","2730311895","3987104806","3","-2","A","14","64678","53287","-2"
"451","1433357221.0195","4","5","0","162","7117","DF","2","0","107","6","1720","205.188.12.91","10.8.8.178","443","48911","3987104806","2730311895","3","-2","PA","22","16382","18285","-2"
"452","1433357221.0196","4","5","0","40","52331","DF","2","0","64","6","33171","10.8.8.178","205.188.12.91","48911","443","2730311895","3987104928","3","-2","A","14","64678","53165","-2"
"453","1433357222.6926","4","5","0","162","8478","DF","2","0","107","6","359","205.188.12.91","10.8.8.178","443","48911","3987104928","2730311895","3","-2","PA","22","16382","44412","-2"
"454","1433357222.6927","4","5","0","40","52332","DF","2","0","64","6","33170","10.8.8.178","205.188.12.91","48911","443","2730311895","3987105050","3","-2","A","14","64678","53043","-2"
"455","1433357225.4689","4","5","0","162","52333","DF","2","0","64","6","33047","10.8.8.178","205.188.12.91","48911","443","2730311895","3987105050","3","-2","PA","22","64678","44840","-2"
